0	0.600000
1	-0.087361
2	-0.018589
3	-0.055244
4	-0.035880
5	-0.046109
6	-0.040705
7	-0.043560
8	-0.042052
9	-0.042849
10	-0.042428
11	-0.042650
12	-0.042533
13	-0.042595
14	-0.042562
15	-0.042579
16	-0.042570
17	-0.042575
18	-0.042572
19	-0.042574
20	-0.042573
21	-0.042573
22	-0.042573
23	-0.042573
24	-0.042573
25	-0.042573
26	-0.042573
27	-0.042573
28	-0.042573
29	-0.042573
30	-0.042573
31	-0.042573
32	-0.042573
33	-0.042573
34	-0.042573
35	-0.042573
36	-0.042573
37	-0.042573
38	-0.042573
39	-0.042573
40	-0.042573
41	-0.042573
42	-0.042573
43	-0.042573
44	-0.042573
45	-0.042573
46	-0.042573
47	-0.042573
48	-0.042573
49	-0.042573
50	-0.042573
51	-0.042573
52	-0.042573
53	-0.042573
54	-0.042573
55	-0.042573
56	-0.042573
57	-0.042573
58	-0.042573
59	-0.042573
60	-0.042573
61	-0.042573
62	-0.042573
63	-0.042573
64	-0.042573
65	-0.042573
66	-0.042573
67	-0.042573
68	-0.042573
69	-0.042573
70	-0.042573
71	-0.042573
72	-0.042573
73	-0.042573
74	-0.042573
75	-0.042573
76	-0.042573
77	-0.042573
78	-0.042573
79	-0.042573
80	-0.042573
81	-0.042573
82	-0.042573
83	-0.042573
84	-0.042573
85	-0.042573
86	-0.042573
87	-0.042573
88	-0.042573
89	-0.042573
90	-0.042573
91	-0.042573
92	-0.042573
93	-0.042573
94	-0.042573
95	-0.042573
96	-0.042573
97	-0.042573
98	-0.042573
99	-0.042573
